province;red;green;blue;x;x
646;226;31;16;ONEZERZERFIV;x
647;3;31;19;ONEZERZERSIX;x
648;35;31;22;ONEZERZERSEV;x
649;67;31;25;ONEZERZEREIG;x
650;99;31;28;ONEZERZERNIN;x
651;131;31;31;ONEZERONEZER;x
652;163;31;34;ONEZERONEONE;x
653;195;31;37;ONEZERONETWO;x
654;227;31;40;ONEZERONETHR;x
655;4;31;43;ONEZERONEFO;x
656;36;31;46;ONEZERONEFIV;x
657;68;31;49;ONEZERONESIX;x
658;100;31;52;ONEZERONESEV;x
659;132;31;55;ONEZERONEEIG;x
660;164;31;58;ONEZERONENIN;x
661;196;31;61;ONEZERTWOZER;x
662;228;31;64;ONEZERTWOONE;x
663;5;31;67;ONEZERTWOTWO;x
664;37;31;70;ONEZERTWOTHR;x
665;69;31;73;ONEZERTWOFO;x
666;101;31;76;ONEZERTWOFIV;x
667;133;31;79;ONEZERTWOSIX;x
668;165;31;82;ONEZERTWOSEV;x
669;197;31;85;ONEZERTWOEIG;x
670;229;31;88;ONEZERTWONIN;x
671;6;31;91;ONEZERTHRZER;x
672;38;31;94;ONEZERTHRONE;x
673;70;31;97;ONEZERTHRTWO;x
674;102;31;100;ONEZERTHRTHR;x
675;134;31;103;ONEZERTHRFO;x
676;166;31;106;ONEZERTHRFIV;x
677;198;31;109;ONEZERTHRSIX;x
678;230;31;112;ONEZERTHRSEV;x
679;7;31;115;ONEZERTHREIG;x
680;39;31;118;ONEZERTHRNIN;x
681;71;31;121;ONEZERFOZER;x
682;103;31;124;ONEZERFOONE;x
683;135;31;127;ONEZERFOTWO;x
684;167;31;130;ONEZERFOTHR;x
685;199;31;133;ONEZERFOFO;x
686;231;31;136;ONEZERFOFIV;x
687;8;31;139;ONEZERFOSIX;x
688;40;31;142;ONEZERFOSEV;x
689;72;31;145;ONEZERFOEIG;x
690;104;31;148;ONEZERFONIN;x
691;136;31;151;ONEZERFIVZER;x
692;168;31;154;ONEZERFIVONE;x
693;200;31;157;ONEZERFIVTWO;x
694;232;31;160;ONEZERFIVTHR;x
695;9;31;163;ONEZERFIVFO;x
696;41;31;166;ONEZERFIVFIV;x
697;73;31;169;ONEZERFIVSIX;x
698;105;31;172;ONEZERFIVSEV;x
699;137;31;175;ONEZERFIVEIG;x
700;169;31;178;ONEZERFIVNIN;x
701;201;31;181;ONEZERSIXZER;x
702;233;31;184;ONEZERSIXONE;x
703;10;31;187;ONEZERSIXTWO;x
704;42;31;190;ONEZERSIXTHR;x
705;98;34;1;ONEONEZERZER;x
706;130;34;4;ONEONEZERONE;x
707;162;34;7;ONEONEZERTWO;x
708;194;34;10;ONEONEZERTHR;x
709;226;34;13;ONEONEZERFO;x
710;3;34;16;ONEONEZERFIV;x
711;35;34;19;ONEONEZERSIX;x
712;67;34;22;ONEONEZERSEV;x
713;99;34;25;ONEONEZEREIG;x
714;131;34;28;ONEONEZERNIN;x
715;163;34;31;ONEONEONEZER;x
716;195;34;34;ONEONEONEONE;x
717;227;34;37;ONEONEONETWO;x
718;4;34;40;ONEONEONETHR;x
719;36;34;43;ONEONEONEFO;x
720;68;34;46;ONEONEONEFIV;x
721;100;34;49;ONEONEONESIX;x
722;132;34;52;ONEONEONESEV;x
723;164;34;55;ONEONEONEEIG;x
724;196;34;58;ONEONEONENIN;x
725;228;34;61;ONEONETWOZER;x
726;5;34;64;ONEONETWOONE;x
727;37;34;67;ONEONETWOTWO;x
728;69;34;70;ONEONETWOTHR;x
729;101;34;73;ONEONETWOFO;x
730;133;34;76;ONEONETWOFIV;x
731;165;34;79;ONEONETWOSIX;x
732;197;34;82;ONEONETWOSEV;x
733;229;34;85;ONEONETWOEIG;x
734;6;34;88;ONEONETWONIN;x
735;38;34;91;ONEONETHRZER;x
736;70;34;94;ONEONETHRONE;x
737;102;34;97;ONEONETHRTWO;x
738;134;34;100;ONEONETHRTHR;x
739;166;34;103;ONEONETHRFO;x
740;198;34;106;ONEONETHRFIV;x
741;230;34;109;ONEONETHRSIX;x
742;7;34;112;ONEONETHRSEV;x
743;39;34;115;ONEONETHREIG;x
744;71;34;118;ONEONETHRNIN;x
745;103;34;121;ONEONEFOZER;x
746;135;34;124;ONEONEFOONE;x
747;167;34;127;ONEONEFOTWO;x
748;199;34;130;ONEONEFOTHR;x
749;231;34;133;ONEONEFOFO;x
750;8;34;136;ONEONEFOFIV;x
751;40;34;139;ONEONEFOSIX;x
752;72;34;142;ONEONEFOSEV;x
753;104;34;145;ONEONEFOEIG;x
754;136;34;148;ONEONEFONIN;x
755;168;34;151;ONEONEFIVZER;x
756;200;34;154;ONEONEFIVONE;x
757;232;34;157;ONEONEFIVTWO;x
758;9;34;160;ONEONEFIVTHR;x
759;41;34;163;ONEONEFIVFO;x
760;73;34;166;ONEONEFIVFIV;x
761;105;34;169;ONEONEFIVSIX;x
762;137;34;172;ONEONEFIVSEV;x
763;169;34;175;ONEONEFIVEIG;x
764;201;34;178;ONEONEFIVNIN;x
765;233;34;181;ONEONESIXZER;x
766;10;34;184;ONEONESIXONE;x
767;42;34;187;ONEONESIXTWO;x
768;74;34;190;ONEONESIXTHR;x
769;130;37;1;ONETWOZERZER;x
770;162;37;4;ONETWOZERONE;x
771;194;37;7;ONETWOZERTWO;x
772;226;37;10;ONETWOZERTHR;x
773;3;37;13;ONETWOZERFO;x
774;35;37;16;ONETWOZERFIV;x
775;67;37;19;ONETWOZERSIX;x
776;99;37;22;ONETWOZERSEV;x
777;131;37;25;ONETWOZEREIG;x
778;163;37;28;ONETWOZERNIN;x
779;195;37;31;ONETWOONEZER;x
780;227;37;34;ONETWOONEONE;x
781;4;37;37;ONETWOONETWO;x
782;36;37;40;ONETWOONETHR;x
783;68;37;43;ONETWOONEFO;x
784;100;37;46;ONETWOONEFIV;x
785;132;37;49;ONETWOONESIX;x
786;164;37;52;ONETWOONESEV;x
787;196;37;55;ONETWOONEEIG;x
788;228;37;58;ONETWOONENIN;x
789;5;37;61;ONETWOTWOZER;x
790;37;37;64;ONETWOTWOONE;x
791;69;37;67;ONETWOTWOTWO;x
792;101;37;70;ONETWOTWOTHR;x
793;133;37;73;ONETWOTWOFO;x
794;165;37;76;ONETWOTWOFIV;x
795;197;37;79;ONETWOTWOSIX;x
796;229;37;82;ONETWOTWOSEV;x
797;6;37;85;ONETWOTWOEIG;x
798;38;37;88;ONETWOTWONIN;x
799;70;37;91;ONETWOTHRZER;x
800;102;37;94;ONETWOTHRONE;x
801;134;37;97;ONETWOTHRTWO;x
802;166;37;100;ONETWOTHRTHR;x
803;198;37;103;ONETWOTHRFO;x
804;230;37;106;ONETWOTHRFIV;x
805;7;37;109;ONETWOTHRSIX;x
806;39;37;112;ONETWOTHRSEV;x
807;71;37;115;ONETWOTHREIG;x
808;103;37;118;ONETWOTHRNIN;x
809;135;37;121;ONETWOFOZER;x
810;167;37;124;ONETWOFOONE;x
811;199;37;127;ONETWOFOTWO;x
812;231;37;130;ONETWOFOTHR;x
813;8;37;133;ONETWOFOFO;x
814;40;37;136;ONETWOFOFIV;x
815;72;37;139;ONETWOFOSIX;x
816;104;37;142;ONETWOFOSEV;x
817;136;37;145;ONETWOFOEIG;x
818;168;37;148;ONETWOFONIN;x
819;200;37;151;ONETWOFIVZER;x
820;232;37;154;ONETWOFIVONE;x
821;9;37;157;ONETWOFIVTWO;x
822;41;37;160;ONETWOFIVTHR;x
823;73;37;163;ONETWOFIVFO;x
824;105;37;166;ONETWOFIVFIV;x
825;137;37;169;ONETWOFIVSIX;x
826;169;37;172;ONETWOFIVSEV;x
827;201;37;175;ONETWOFIVEIG;x
828;233;37;178;ONETWOFIVNIN;x
829;10;37;181;ONETWOSIXZER;x
830;42;37;184;ONETWOSIXONE;x
831;74;37;187;ONETWOSIXTWO;x
832;106;37;190;ONETWOSIXTHR;x
833;162;40;1;ONETHRZERZER;x
834;194;40;4;ONETHRZERONE;x
835;226;40;7;ONETHRZERTWO;x
836;3;40;10;ONETHRZERTHR;x
837;35;40;13;ONETHRZERFO;x
838;67;40;16;ONETHRZERFIV;x
839;99;40;19;ONETHRZERSIX;x
840;131;40;22;ONETHRZERSEV;x
841;163;40;25;ONETHRZEREIG;x
842;195;40;28;ONETHRZERNIN;x
843;227;40;31;ONETHRONEZER;x
844;4;40;34;ONETHRONEONE;x
845;36;40;37;ONETHRONETWO;x
846;68;40;40;ONETHRONETHR;x
847;100;40;43;ONETHRONEFO;x
848;132;40;46;ONETHRONEFIV;x
849;164;40;49;ONETHRONESIX;x
850;196;40;52;ONETHRONESEV;x
851;228;40;55;ONETHRONEEIG;x
852;5;40;58;ONETHRONENIN;x
853;37;40;61;ONETHRTWOZER;x
854;69;40;64;ONETHRTWOONE;x
855;101;40;67;ONETHRTWOTWO;x
856;133;40;70;ONETHRTWOTHR;x
857;165;40;73;ONETHRTWOFO;x
858;197;40;76;ONETHRTWOFIV;x
859;229;40;79;ONETHRTWOSIX;x
860;6;40;82;ONETHRTWOSEV;x
861;38;40;85;ONETHRTWOEIG;x
862;70;40;88;ONETHRTWONIN;x
863;102;40;91;ONETHRTHRZER;x
864;134;40;94;ONETHRTHRONE;x
865;166;40;97;ONETHRTHRTWO;x
866;198;40;100;ONETHRTHRTHR;x
867;230;40;103;ONETHRTHRFO;x
868;7;40;106;ONETHRTHRFIV;x
869;39;40;109;ONETHRTHRSIX;x
870;71;40;112;ONETHRTHRSEV;x
871;103;40;115;ONETHRTHREIG;x
872;135;40;118;ONETHRTHRNIN;x
873;167;40;121;ONETHRFOZER;x
874;199;40;124;ONETHRFOONE;x
875;231;40;127;ONETHRFOTWO;x
876;8;40;130;ONETHRFOTHR;x
877;40;40;133;ONETHRFOFO;x
878;72;40;136;ONETHRFOFIV;x
879;104;40;139;ONETHRFOSIX;x
880;136;40;142;ONETHRFOSEV;x
881;168;40;145;ONETHRFOEIG;x
882;200;40;148;ONETHRFONIN;x
883;232;40;151;ONETHRFIVZER;x
884;9;40;154;ONETHRFIVONE;x
885;41;40;157;ONETHRFIVTWO;x
886;73;40;160;ONETHRFIVTHR;x
887;105;40;163;ONETHRFIVFO;x
888;137;40;166;ONETHRFIVFIV;x
889;169;40;169;ONETHRFIVSIX;x
890;201;40;172;ONETHRFIVSEV;x
891;233;40;175;ONETHRFIVEIG;x
892;10;40;178;ONETHRFIVNIN;x
893;42;40;181;ONETHRSIXZER;x
894;74;40;184;ONETHRSIXONE;x
895;106;40;187;ONETHRSIXTWO;x
896;138;40;190;ONETHRSIXTHR;x
897;194;43;1;ONEFOZERZER;x
898;226;43;4;ONEFOZERONE;x
899;3;43;7;ONEFOZERTWO;x
900;35;43;10;ONEFOZERTHR;x
901;67;43;13;ONEFOZERFO;x
902;99;43;16;ONEFOZERFIV;x
903;131;43;19;ONEFOZERSIX;x
904;163;43;22;ONEFOZERSEV;x
905;195;43;25;ONEFOZEREIG;x
906;227;43;28;ONEFOZERNIN;x
907;4;43;31;ONEFOONEZER;x
908;36;43;34;ONEFOONEONE;x
909;68;43;37;ONEFOONETWO;x
910;100;43;40;ONEFOONETHR;x
911;132;43;43;ONEFOONEFO;x
912;164;43;46;ONEFOONEFIV;x
913;196;43;49;ONEFOONESIX;x
914;228;43;52;ONEFOONESEV;x
915;5;43;55;ONEFOONEEIG;x
916;37;43;58;ONEFOONENIN;x
917;69;43;61;ONEFOTWOZER;x
918;101;43;64;ONEFOTWOONE;x
919;133;43;67;ONEFOTWOTWO;x
920;165;43;70;ONEFOTWOTHR;x
921;197;43;73;ONEFOTWOFO;x
922;229;43;76;ONEFOTWOFIV;x
923;6;43;79;ONEFOTWOSIX;x
924;38;43;82;ONEFOTWOSEV;x
925;70;43;85;ONEFOTWOEIG;x
926;102;43;88;ONEFOTWONIN;x
927;134;43;91;ONEFOTHRZER;x
928;166;43;94;ONEFOTHRONE;x
929;198;43;97;ONEFOTHRTWO;x
930;230;43;100;ONEFOTHRTHR;x
931;7;43;103;ONEFOTHRFO;x
932;39;43;106;ONEFOTHRFIV;x
933;71;43;109;ONEFOTHRSIX;x
934;103;43;112;ONEFOTHRSEV;x
935;135;43;115;ONEFOTHREIG;x
936;167;43;118;ONEFOTHRNIN;x
937;199;43;121;ONEFOFOZER;x
938;231;43;124;ONEFOFOONE;x
939;8;43;127;ONEFOFOTWO;x
940;40;43;130;ONEFOFOTHR;x
941;72;43;133;ONEFOFOFO;x
942;104;43;136;ONEFOFOFIV;x
943;136;43;139;ONEFOFOSIX;x
944;168;43;142;ONEFOFOSEV;x
945;200;43;145;ONEFOFOEIG;x
946;232;43;148;ONEFOFONIN;x
947;9;43;151;ONEFOFIVZER;x
948;41;43;154;ONEFOFIVONE;x
949;73;43;157;ONEFOFIVTWO;x
950;105;43;160;ONEFOFIVTHR;x
951;137;43;163;ONEFOFIVFO;x
952;169;43;166;ONEFOFIVFIV;x
953;201;43;169;ONEFOFIVSIX;x
954;233;43;172;ONEFOFIVSEV;x
955;10;43;175;ONEFOFIVEIG;x
956;42;43;178;ONEFOFIVNIN;x
957;74;43;181;ONEFOSIXZER;x
958;106;43;184;ONEFOSIXONE;x
959;138;43;187;ONEFOSIXTWO;x
960;170;43;190;ONEFOSIXTHR;x
961;226;46;1;ONEFIVZERZER;x
962;3;46;4;ONEFIVZERONE;x
963;35;46;7;ONEFIVZERTWO;x
964;67;46;10;ONEFIVZERTHR;x
965;99;46;13;ONEFIVZERFO;x
966;131;46;16;ONEFIVZERFIV;x
967;163;46;19;ONEFIVZERSIX;x
968;195;46;22;ONEFIVZERSEV;x
969;227;46;25;ONEFIVZEREIG;x
970;4;46;28;ONEFIVZERNIN;x
971;36;46;31;ONEFIVONEZER;x
972;68;46;34;ONEFIVONEONE;x
973;100;46;37;ONEFIVONETWO;x
974;132;46;40;ONEFIVONETHR;x
975;164;46;43;ONEFIVONEFO;x
976;196;46;46;ONEFIVONEFIV;x
977;228;46;49;ONEFIVONESIX;x
978;5;46;52;ONEFIVONESEV;x
979;37;46;55;ONEFIVONEEIG;x
980;69;46;58;ONEFIVONENIN;x
981;101;46;61;ONEFIVTWOZER;x
982;133;46;64;ONEFIVTWOONE;x
983;165;46;67;ONEFIVTWOTWO;x
984;197;46;70;ONEFIVTWOTHR;x
985;229;46;73;ONEFIVTWOFO;x
986;6;46;76;ONEFIVTWOFIV;x
987;38;46;79;ONEFIVTWOSIX;x
988;70;46;82;ONEFIVTWOSEV;x
989;102;46;85;ONEFIVTWOEIG;x
990;134;46;88;ONEFIVTWONIN;x
991;166;46;91;ONEFIVTHRZER;x
992;198;46;94;ONEFIVTHRONE;x
993;230;46;97;ONEFIVTHRTWO;x
994;7;46;100;ONEFIVTHRTHR;x
995;39;46;103;ONEFIVTHRFO;x
996;71;46;106;ONEFIVTHRFIV;x
997;103;46;109;ONEFIVTHRSIX;x
998;135;46;112;ONEFIVTHRSEV;x
999;167;46;115;ONEFIVTHREIG;x
1000;199;46;118;ONEFIVTHRNIN;x
1001;231;46;121;ONEFIVFOZER;x
1002;8;46;124;ONEFIVFOONE;x
1003;40;46;127;ONEFIVFOTWO;x
1004;72;46;130;ONEFIVFOTHR;x
1005;104;46;133;ONEFIVFOFO;x
1006;136;46;136;ONEFIVFOFIV;x
1007;168;46;139;ONEFIVFOSIX;x
1008;200;46;142;ONEFIVFOSEV;x
1009;232;46;145;ONEFIVFOEIG;x
1010;9;46;148;ONEFIVFONIN;x
1011;41;46;151;ONEFIVFIVZER;x
1012;73;46;154;ONEFIVFIVONE;x
1013;105;46;157;ONEFIVFIVTWO;x
1014;137;46;160;ONEFIVFIVTHR;x
1015;169;46;163;ONEFIVFIVFO;x
1016;201;46;166;ONEFIVFIVFIV;x
1017;233;46;169;ONEFIVFIVSIX;x
1018;10;46;172;ONEFIVFIVSEV;x
1019;42;46;175;ONEFIVFIVEIG;x
1020;74;46;178;ONEFIVFIVNIN;x
1021;106;46;181;ONEFIVSIXZER;x
1022;138;46;184;ONEFIVSIXONE;x
1023;170;46;187;ONEFIVSIXTWO;x
1024;202;46;190;ONEFIVSIXTHR;x
1025;3;49;1;ONESIXZERZER;x
1026;35;49;4;ONESIXZERONE;x
1027;67;49;7;ONESIXZERTWO;x
1028;99;49;10;ONESIXZERTHR;x
1029;131;49;13;ONESIXZERFO;x
1030;163;49;16;ONESIXZERFIV;x
1031;195;49;19;ONESIXZERSIX;x
1032;227;49;22;ONESIXZERSEV;x
1033;4;49;25;ONESIXZEREIG;x
1034;36;49;28;ONESIXZERNIN;x
1035;68;49;31;ONESIXONEZER;x
1036;100;49;34;ONESIXONEONE;x
1037;132;49;37;ONESIXONETWO;x
1038;164;49;40;ONESIXONETHR;x
1039;196;49;43;ONESIXONEFO;x
1040;228;49;46;ONESIXONEFIV;x
1041;5;49;49;ONESIXONESIX;x
1042;37;49;52;ONESIXONESEV;x
1043;69;49;55;ONESIXONEEIG;x
1044;101;49;58;ONESIXONENIN;x
1045;133;49;61;ONESIXTWOZER;x
1046;165;49;64;ONESIXTWOONE;x
1047;197;49;67;ONESIXTWOTWO;x
1048;229;49;70;ONESIXTWOTHR;x
1049;6;49;73;ONESIXTWOFO;x
1050;38;49;76;ONESIXTWOFIV;x
1051;70;49;79;ONESIXTWOSIX;x
1052;102;49;82;ONESIXTWOSEV;x
1053;134;49;85;ONESIXTWOEIG;x
1054;166;49;88;ONESIXTWONIN;x
1055;198;49;91;ONESIXTHRZER;x
1056;230;49;94;ONESIXTHRONE;x
1057;7;49;97;ONESIXTHRTWO;x
1058;39;49;100;ONESIXTHRTHR;x
1059;71;49;103;ONESIXTHRFO;x
1060;103;49;106;ONESIXTHRFIV;x
1061;135;49;109;ONESIXTHRSIX;x
1062;167;49;112;ONESIXTHRSEV;x
1063;199;49;115;ONESIXTHREIG;x
1064;231;49;118;ONESIXTHRNIN;x
1065;8;49;121;ONESIXFOZER;x
1066;40;49;124;ONESIXFOONE;x
1067;72;49;127;ONESIXFOTWO;x
1068;104;49;130;ONESIXFOTHR;x
1069;136;49;133;ONESIXFOFO;x
1070;168;49;136;ONESIXFOFIV;x
1071;200;49;139;ONESIXFOSIX;x
1072;232;49;142;ONESIXFOSEV;x
1073;9;49;145;ONESIXFOEIG;x
1074;41;49;148;ONESIXFONIN;x
1075;73;49;151;ONESIXFIVZER;x
1076;105;49;154;ONESIXFIVONE;x
1077;137;49;157;ONESIXFIVTWO;x
1078;169;49;160;ONESIXFIVTHR;x
1079;201;49;163;ONESIXFIVFO;x
1080;233;49;166;ONESIXFIVFIV;x
1081;10;49;169;ONESIXFIVSIX;x
1082;42;49;172;ONESIXFIVSEV;x
1083;74;49;175;ONESIXFIVEIG;x
1084;106;49;178;ONESIXFIVNIN;x
1085;138;49;181;ONESIXSIXZER;x
1086;170;49;184;ONESIXSIXONE;x
1087;202;49;187;ONESIXSIXTWO;x
1088;234;49;190;ONESIXSIXTHR;x
1089;35;52;1;ONESEVZERZER;x
1090;67;52;4;ONESEVZERONE;x
1091;99;52;7;ONESEVZERTWO;x
1092;131;52;10;ONESEVZERTHR;x
1093;163;52;13;ONESEVZERFO;x
1094;195;52;16;ONESEVZERFIV;x
1095;227;52;19;ONESEVZERSIX;x
1096;4;52;22;ONESEVZERSEV;x
1097;36;52;25;ONESEVZEREIG;x
1098;68;52;28;ONESEVZERNIN;x
1099;100;52;31;ONESEVONEZER;x
1100;132;52;34;ONESEVONEONE;x
1101;164;52;37;ONESEVONETWO;x
1102;196;52;40;ONESEVONETHR;x
1103;228;52;43;ONESEVONEFO;x
1104;5;52;46;ONESEVONEFIV;x
1105;37;52;49;ONESEVONESIX;x
1106;69;52;52;ONESEVONESEV;x
1107;101;52;55;ONESEVONEEIG;x
1108;133;52;58;ONESEVONENIN;x
1109;165;52;61;ONESEVTWOZER;x
1110;197;52;64;ONESEVTWOONE;x
1111;229;52;67;ONESEVTWOTWO;x
1112;6;52;70;ONESEVTWOTHR;x
1113;38;52;73;ONESEVTWOFO;x
1114;70;52;76;ONESEVTWOFIV;x
1115;102;52;79;ONESEVTWOSIX;x
1116;134;52;82;ONESEVTWOSEV;x
1117;166;52;85;ONESEVTWOEIG;x
1118;198;52;88;ONESEVTWONIN;x
1119;230;52;91;ONESEVTHRZER;x
1120;7;52;94;ONESEVTHRONE;x
1121;39;52;97;ONESEVTHRTWO;x
1122;71;52;100;ONESEVTHRTHR;x
1123;103;52;103;ONESEVTHRFO;x
1124;135;52;106;ONESEVTHRFIV;x
1125;167;52;109;ONESEVTHRSIX;x
1126;199;52;112;ONESEVTHRSEV;x
1127;231;52;115;ONESEVTHREIG;x
1128;8;52;118;ONESEVTHRNIN;x
1129;40;52;121;ONESEVFOZER;x
1130;72;52;124;ONESEVFOONE;x
1131;104;52;127;ONESEVFOTWO;x
1132;136;52;130;ONESEVFOTHR;x
1133;168;52;133;ONESEVFOFO;x
1134;200;52;136;ONESEVFOFIV;x
1135;232;52;139;ONESEVFOSIX;x
1136;9;52;142;ONESEVFOSEV;x
1137;41;52;145;ONESEVFOEIG;x
1138;73;52;148;ONESEVFONIN;x
1139;105;52;151;ONESEVFIVZER;x
1140;137;52;154;ONESEVFIVONE;x
1141;169;52;157;ONESEVFIVTWO;x
1142;201;52;160;ONESEVFIVTHR;x
1143;233;52;163;ONESEVFIVFO;x
1144;10;52;166;ONESEVFIVFIV;x
1145;42;52;169;ONESEVFIVSIX;x
1146;74;52;172;ONESEVFIVSEV;x
1147;106;52;175;ONESEVFIVEIG;x
1148;138;52;178;ONESEVFIVNIN;x
1149;170;52;181;ONESEVSIXZER;x
1150;202;52;184;ONESEVSIXONE;x
1151;234;52;187;ONESEVSIXTWO;x
1152;11;52;190;ONESEVSIXTHR;x
1153;67;55;1;ONEEIGZERZER;x
1154;99;55;4;ONEEIGZERONE;x
1155;131;55;7;ONEEIGZERTWO;x
1156;163;55;10;ONEEIGZERTHR;x
1157;195;55;13;ONEEIGZERFO;x
1158;227;55;16;ONEEIGZERFIV;x
1159;4;55;19;ONEEIGZERSIX;x
1160;36;55;22;ONEEIGZERSEV;x
1161;68;55;25;ONEEIGZEREIG;x
1162;100;55;28;ONEEIGZERNIN;x
1163;132;55;31;ONEEIGONEZER;x
1164;164;55;34;ONEEIGONEONE;x
1165;196;55;37;ONEEIGONETWO;x
1166;228;55;40;ONEEIGONETHR;x
1167;5;55;43;ONEEIGONEFO;x
1168;37;55;46;ONEEIGONEFIV;x
1169;69;55;49;ONEEIGONESIX;x
1170;101;55;52;ONEEIGONESEV;x
1171;133;55;55;ONEEIGONEEIG;x
1172;165;55;58;ONEEIGONENIN;x
1173;197;55;61;ONEEIGTWOZER;x
1174;229;55;64;ONEEIGTWOONE;x
1175;6;55;67;ONEEIGTWOTWO;x
1176;38;55;70;ONEEIGTWOTHR;x
1177;70;55;73;ONEEIGTWOFO;x
1178;102;55;76;ONEEIGTWOFIV;x
1179;134;55;79;ONEEIGTWOSIX;x
1180;166;55;82;ONEEIGTWOSEV;x
1181;198;55;85;ONEEIGTWOEIG;x
1182;230;55;88;ONEEIGTWONIN;x
1183;7;55;91;ONEEIGTHRZER;x
1184;39;55;94;ONEEIGTHRONE;x
1185;71;55;97;ONEEIGTHRTWO;x
1186;103;55;100;ONEEIGTHRTHR;x
1187;135;55;103;ONEEIGTHRFO;x
1188;167;55;106;ONEEIGTHRFIV;x
1189;199;55;109;ONEEIGTHRSIX;x
1190;231;55;112;ONEEIGTHRSEV;x
1191;8;55;115;ONEEIGTHREIG;x
1192;40;55;118;ONEEIGTHRNIN;x
1193;72;55;121;ONEEIGFOZER;x
1194;104;55;124;ONEEIGFOONE;x
1195;136;55;127;ONEEIGFOTWO;x
1196;168;55;130;ONEEIGFOTHR;x
1197;200;55;133;ONEEIGFOFO;x
1198;232;55;136;ONEEIGFOFIV;x
1199;9;55;139;ONEEIGFOSIX;x
1200;41;55;142;ONEEIGFOSEV;x
1201;73;55;145;ONEEIGFOEIG;x
1202;105;55;148;ONEEIGFONIN;x
1203;137;55;151;ONEEIGFIVZER;x
1204;169;55;154;ONEEIGFIVONE;x
1205;201;55;157;ONEEIGFIVTWO;x
1206;233;55;160;ONEEIGFIVTHR;x
1207;10;55;163;ONEEIGFIVFO;x
1208;42;55;166;ONEEIGFIVFIV;x
1209;74;55;169;ONEEIGFIVSIX;x
1210;106;55;172;ONEEIGFIVSEV;x
1211;138;55;175;ONEEIGFIVEIG;x
1212;170;55;178;ONEEIGFIVNIN;x
1213;202;55;181;ONEEIGSIXZER;x
1214;234;55;184;ONEEIGSIXONE;x
1215;11;55;187;ONEEIGSIXTWO;x
1216;43;55;190;ONEEIGSIXTHR;x
1217;99;58;1;ONENINZERZER;x
1218;131;58;4;ONENINZERONE;x
1219;163;58;7;ONENINZERTWO;x
1220;195;58;10;ONENINZERTHR;x
1221;227;58;13;ONENINZERFO;x
1222;4;58;16;ONENINZERFIV;x
1223;36;58;19;ONENINZERSIX;x
1224;68;58;22;ONENINZERSEV;x
1225;100;58;25;ONENINZEREIG;x
1226;132;58;28;ONENINZERNIN;x
1227;164;58;31;ONENINONEZER;x
1228;196;58;34;ONENINONEONE;x
1229;228;58;37;ONENINONETWO;x
1230;5;58;40;ONENINONETHR;x
1231;37;58;43;ONENINONEFO;x
1232;69;58;46;ONENINONEFIV;x
1233;101;58;49;ONENINONESIX;x
1234;133;58;52;ONENINONESEV;x
1235;165;58;55;ONENINONEEIG;x
1236;197;58;58;ONENINONENIN;x
1237;229;58;61;ONENINTWOZER;x
1238;6;58;64;ONENINTWOONE;x
1239;38;58;67;ONENINTWOTWO;x
1240;70;58;70;ONENINTWOTHR;x
1241;102;58;73;ONENINTWOFO;x
1242;134;58;76;ONENINTWOFIV;x
1243;166;58;79;ONENINTWOSIX;x
1244;198;58;82;ONENINTWOSEV;x
1245;230;58;85;ONENINTWOEIG;x
1246;7;58;88;ONENINTWONIN;x
1247;39;58;91;ONENINTHRZER;x
1248;71;58;94;ONENINTHRONE;x
1249;103;58;97;ONENINTHRTWO;x
1250;135;58;100;ONENINTHRTHR;x
1251;167;58;103;ONENINTHRFO;x
1252;199;58;106;ONENINTHRFIV;x
1253;231;58;109;ONENINTHRSIX;x
1254;8;58;112;ONENINTHRSEV;x
1255;40;58;115;ONENINTHREIG;x
1256;72;58;118;ONENINTHRNIN;x
1257;104;58;121;ONENINFOZER;x
1258;136;58;124;ONENINFOONE;x
1259;168;58;127;ONENINFOTWO;x
1260;200;58;130;ONENINFOTHR;x
1261;232;58;133;ONENINFOFO;x
1262;9;58;136;ONENINFOFIV;x
1263;41;58;139;ONENINFOSIX;x
1264;73;58;142;ONENINFOSEV;x
1265;105;58;145;ONENINFOEIG;x
1266;137;58;148;ONENINFONIN;x
1267;169;58;151;ONENINFIVZER;x
1268;201;58;154;ONENINFIVONE;x
1269;233;58;157;ONENINFIVTWO;x
1270;10;58;160;ONENINFIVTHR;x
1271;42;58;163;ONENINFIVFO;x
1272;74;58;166;ONENINFIVFIV;x
1273;106;58;169;ONENINFIVSIX;x
1274;138;58;172;ONENINFIVSEV;x
1275;170;58;175;ONENINFIVEIG;x
1276;202;58;178;ONENINFIVNIN;x
1277;234;58;181;ONENINSIXZER;x
1278;11;58;184;ONENINSIXONE;x
1279;43;58;187;ONENINSIXTWO;x
1280;75;58;190;ONENINSIXTHR;x
1281;131;61;1;TWOZERZERZER;x
1282;163;61;4;TWOZERZERONE;x
1283;195;61;7;TWOZERZERTWO;x
1284;227;61;10;TWOZERZERTHR;x
1285;4;61;13;TWOZERZERFO;x
1286;36;61;16;TWOZERZERFIV;x
1287;68;61;19;TWOZERZERSIX;x
1288;100;61;22;TWOZERZERSEV;x
1289;132;61;25;TWOZERZEREIG;x
1290;164;61;28;TWOZERZERNIN;x
1291;196;61;31;TWOZERONEZER;x
1292;228;61;34;TWOZERONEONE;x
